reference,country,date,sentiment_scores,sentiment_entropy
r140820a_BOA,australia,2014-08-20,"{'positive': 0.27848101265822783, 'neutral': 0.5443037974683544, 'negative': 0.17721518987341772}",0.9937346681212018
r140903a_BOA,australia,2014-09-03,"{'positive': 0.22058823529411764, 'neutral': 0.6691176470588235, 'negative': 0.11029411764705882}",0.8454130507402347
r140925a_BOA,australia,2014-09-25,"{'positive': 0.14634146341463414, 'neutral': 0.8292682926829268, 'negative': 0.024390243902439025}",0.5270643922575318
r141023a_BOA,australia,2014-10-23,"{'positive': 0.18705035971223022, 'neutral': 0.7553956834532374, 'negative': 0.05755395683453238}",0.6897841555153165
r141118a_BOA,australia,2014-11-18,"{'positive': 0.24050632911392406, 'neutral': 0.6772151898734177, 'negative': 0.08227848101265822}",0.8121817355331276
r150209a_BOA,australia,2015-02-09,"{'positive': 0.3333333333333333, 'neutral': 0.6666666666666666, 'negative': 0}",0.6365141682948128
r150213a_BOA,australia,2015-02-13,"{'positive': 0.19101123595505617, 'neutral': 0.5056179775280899, 'negative': 0.30337078651685395}",1.0228831756789156
r150320a_BOA,australia,2015-03-20,"{'positive': 0.21153846153846154, 'neutral': 0.6153846153846154, 'negative': 0.17307692307692307}",0.9309472169199025
r150421a_BOA,australia,2015-04-21,"{'positive': 0.2147239263803681, 'neutral': 0.6134969325153374, 'negative': 0.17177914110429449}",0.9326708938383923
r150428a_BOA,australia,2015-04-28,"{'positive': 0.11510791366906475, 'neutral': 0.8201438848920863, 'negative': 0.06474820143884892}",0.5886964952254042
r150610a_BOA,australia,2015-06-10,"{'positive': 0.23529411764705882, 'neutral': 0.5751633986928104, 'negative': 0.1895424836601307}",0.9738111205551159
r150630a_BOA,australia,2015-06-30,"{'positive': 0.08426966292134831, 'neutral': 0.797752808988764, 'negative': 0.11797752808988764}",0.6408668851903769
r150722a_BOA,australia,2015-07-22,"{'positive': 0.19047619047619047, 'neutral': 0.6870748299319728, 'negative': 0.12244897959183673}",0.8308707491732676
r150826a_BOA,australia,2015-08-26,"{'positive': 0.12698412698412698, 'neutral': 0.8412698412698413, 'negative': 0.031746031746031744}",0.5169871372991353
r150918a_BOA,australia,2015-09-18,"{'positive': 0.27906976744186046, 'neutral': 0.5930232558139535, 'negative': 0.12790697674418605}",0.9290769799968404
r151105a_BOA,australia,2015-11-05,"{'positive': 0.19834710743801653, 'neutral': 0.6942148760330579, 'negative': 0.10743801652892562}",0.8139207548679062
r151124a_BOA,australia,2015-11-24,"{'positive': 0.13076923076923078, 'neutral': 0.7076923076923077, 'negative': 0.16153846153846155}",0.8051948571505112
r151202a_BOA,australia,2015-12-02,"{'positive': 0.28225806451612906, 'neutral': 0.5806451612903226, 'negative': 0.13709677419354838}",0.9451060045547052
r160212a_BOA,australia,2016-02-12,"{'positive': 0.22093023255813954, 'neutral': 0.47674418604651164, 'negative': 0.3023255813953488}",1.0484018854674901
r160322a_BOA,australia,2016-03-22,"{'positive': 0.2323943661971831, 'neutral': 0.5774647887323944, 'negative': 0.19014084507042253}",0.9718599929098559
r160419a_BOA,australia,2016-04-19,"{'positive': 0.12025316455696203, 'neutral': 0.7341772151898734, 'negative': 0.14556962025316456}",0.7621066169581623
r160810a_BOA,australia,2016-08-10,"{'positive': 0.15217391304347827, 'neutral': 0.6739130434782609, 'negative': 0.17391304347826086}",0.856673859187673
r160922a_BOA,australia,2016-09-22,"{'positive': 0.2624113475177305, 'neutral': 0.574468085106383, 'negative': 0.16312056737588654}",0.9652796686570742
r161018a_BOA,australia,2016-10-18,"{'positive': 0.1875, 'neutral': 0.5170454545454546, 'negative': 0.29545454545454547}",1.0151565064718937
r161115a_BOA,australia,2016-11-15,"{'positive': 0.2469879518072289, 'neutral': 0.6385542168674698, 'negative': 0.1144578313253012}",0.8799074310377595
r170209a_BOA,australia,2017-02-09,"{'positive': 0.29838709677419356, 'neutral': 0.5645161290322581, 'negative': 0.13709677419354838}",0.9560617546353021
r170222a_BOA,australia,2017-02-22,"{'positive': 0.2866666666666667, 'neutral': 0.5933333333333334, 'negative': 0.12}",0.9223224039421584
r170224a_BOA,australia,2017-02-24,"{'positive': 0.29133858267716534, 'neutral': 0.5354330708661418, 'negative': 0.1732283464566929}",0.9974672384767447
r170404a_BOA,australia,2017-04-04,"{'positive': 0.2537313432835821, 'neutral': 0.664179104477612, 'negative': 0.08208955223880597}",0.824990973503956
r170427a_BOA,australia,2017-04-27,"{'positive': 0.24369747899159663, 'neutral': 0.6638655462184874, 'negative': 0.09243697478991597}",0.8361419181931721
r170504a_BOA,australia,2017-05-04,"{'positive': 0.2543352601156069, 'neutral': 0.6069364161849711, 'negative': 0.13872832369942195}",0.9252946431261364
r170726a_BOA,australia,2017-07-26,"{'positive': 0.18012422360248448, 'neutral': 0.6583850931677019, 'negative': 0.16149068322981366}",0.8783817995556096
r170811a_BOA,australia,2017-08-11,"{'positive': 0.3793103448275862, 'neutral': 0.43103448275862066, 'negative': 0.1896551724137931}",1.0457589140572807
r170905a_BOA,australia,2017-09-05,"{'positive': 0.19230769230769232, 'neutral': 0.6923076923076923, 'negative': 0.11538461538461539}",0.8207996891635668
r170908a_BOA,australia,2017-09-08,"{'positive': 0.15555555555555556, 'neutral': 0.7555555555555555, 'negative': 0.08888888888888889}",0.7163779047744033
r170921a_BOA,australia,2017-09-21,"{'positive': 0.3089887640449438, 'neutral': 0.550561797752809, 'negative': 0.1404494382022472}",0.9671653833302483
r171121a_BOA,australia,2017-11-21,"{'positive': 0.2781065088757396, 'neutral': 0.4911242603550296, 'negative': 0.23076923076923078}",1.0435104786713185
r171213a_BOA,australia,2017-12-13,"{'positive': 0.10734463276836158, 'neutral': 0.847457627118644, 'negative': 0.04519774011299435}",0.5197928565736064
r180208a_BOA,australia,2018-02-08,"{'positive': 0.33098591549295775, 'neutral': 0.528169014084507, 'negative': 0.14084507042253522}",0.9791848655824167
r180216a_BOA,australia,2018-02-16,"{'positive': 0.30434782608695654, 'neutral': 0.5478260869565217, 'negative': 0.14782608695652175}",0.9743295478088874
r180307a_BOA,australia,2018-03-07,"{'positive': 0.2913907284768212, 'neutral': 0.6291390728476821, 'negative': 0.07947019867549669}",0.8521041521002828
r180411a_BOA,australia,2018-04-11,"{'positive': 0.27380952380952384, 'neutral': 0.6130952380952381, 'negative': 0.1130952380952381}",0.9011132018418706
r180501a_BOA,australia,2018-05-01,"{'positive': 0.3008130081300813, 'neutral': 0.6422764227642277, 'negative': 0.056910569105691054}",0.8088370858104809
r180523a_BOA,australia,2018-05-23,"{'positive': 0.23504273504273504, 'neutral': 0.688034188034188, 'negative': 0.07692307692307693}",0.7949103478687467
r180613a_BOA,australia,2018-06-13,"{'positive': 0.2752808988764045, 'neutral': 0.601123595505618, 'negative': 0.12359550561797752}",0.9194531352992334
r180808a_BOA,australia,2018-08-08,"{'positive': 0.3422818791946309, 'neutral': 0.5503355704697986, 'negative': 0.10738255033557047}",0.9352516408417956
r180817a_BOA,australia,2018-08-17,"{'positive': 0.18985976267529667, 'neutral': 0.7001078748651565, 'negative': 0.11003236245954692}",0.8078885782706396
r180821a_BOA,australia,2018-08-21,"{'positive': 0.1206896551724138, 'neutral': 0.8448275862068966, 'negative': 0.034482758620689655}",0.5137730103407678
r180904a_BOA,australia,2018-09-04,"{'positive': 0.304, 'neutral': 0.624, 'negative': 0.072}",0.8457010673229668
r181126a_BOA,australia,2018-11-26,"{'positive': 0.17543859649122806, 'neutral': 0.7309941520467836, 'negative': 0.0935672514619883}",0.7560696490845966
r190206a_BOA,australia,2019-02-06,"{'positive': 0.28426395939086296, 'neutral': 0.5279187817258884, 'negative': 0.18781725888324874}",1.0088874294501338
r190222a_BOA,australia,2019-02-22,"{'positive': 0.13316369804919423, 'neutral': 0.7811704834605598, 'negative': 0.08566581849024597}",0.6719075179828424
r190306a_BOA,australia,2019-03-06,"{'positive': 0.22905027932960895, 'neutral': 0.5754189944134078, 'negative': 0.19553072625698323}",0.9747002043063495
r190521a_BOA,australia,2019-05-21,"{'positive': 0.27450980392156865, 'neutral': 0.49019607843137253, 'negative': 0.23529411764705882}",1.0448142987287445
r190604a_BOA,australia,2019-06-04,"{'positive': 0.29914529914529914, 'neutral': 0.5897435897435898, 'negative': 0.1111111111111111}",0.9165767329486934
r190620a_BOA,australia,2019-06-20,"{'positive': 0.21022727272727273, 'neutral': 0.7215909090909091, 'negative': 0.06818181818181818}",0.7464237533021665
r190702a_BOA,australia,2019-07-02,"{'positive': 0.2459016393442623, 'neutral': 0.6639344262295082, 'negative': 0.09016393442622951}",0.8338312826093691
r190725a_BOA,australia,2019-07-25,"{'positive': 0.1717171717171717, 'neutral': 0.696969696969697, 'negative': 0.13131313131313133}",0.820753008587453
r190809a_BOA,australia,2019-08-09,"{'positive': 0.13494809688581316, 'neutral': 0.7750865051903114, 'negative': 0.08996539792387544}",0.6844262389666064
r190924a_BOA,australia,2019-09-24,"{'positive': 0.28823529411764703, 'neutral': 0.4823529411764706, 'negative': 0.22941176470588234}",1.047980336567052
r191001a_BOA,australia,2019-10-01,"{'positive': 0.12380952380952381, 'neutral': 0.7523809523809524, 'negative': 0.12380952380952381}",0.7313406964537649
r191029a_BOA,australia,2019-10-29,"{'positive': 0.15765765765765766, 'neutral': 0.6936936936936937, 'negative': 0.14864864864864866}",0.8282961546100173
r191126a_BOA,australia,2019-11-26,"{'positive': 0.16666666666666666, 'neutral': 0.6954022988505747, 'negative': 0.13793103448275862}",0.8244833048745053
r191210a_BOA,australia,2019-12-10,"{'positive': 0.2671232876712329, 'neutral': 0.6164383561643836, 'negative': 0.11643835616438356}",0.9012340095320643
r200205a_BOA,australia,2020-02-05,"{'positive': 0.28313253012048195, 'neutral': 0.5, 'negative': 0.21686746987951808}",1.0353167672004568
r200207a_BOA,australia,2020-02-07,"{'positive': 0.22321428571428573, 'neutral': 0.6071428571428571, 'negative': 0.16964285714285715}",0.9386527982786425
r200319a_BOA,australia,2020-03-19,"{'positive': 0.1875, 'neutral': 0.6805555555555556, 'negative': 0.13194444444444445}",0.8430164322426998
r200421a_BOA,australia,2020-04-21,"{'positive': 0.20634920634920634, 'neutral': 0.5952380952380952, 'negative': 0.1984126984126984}",0.9553770329396777
r200521a_BOA,australia,2020-05-21,"{'positive': 0.20270270270270271, 'neutral': 0.6756756756756757, 'negative': 0.12162162162162163}",0.844647194772191
r200528a_BOA,australia,2020-05-28,"{'positive': 0.29411764705882354, 'neutral': 0.7058823529411765, 'negative': 0}",0.605797499372304
r200721a_BOA,australia,2020-07-21,"{'positive': 0.18045112781954886, 'neutral': 0.6917293233082706, 'negative': 0.12781954887218044}",0.8268719262231217
r200814a_BOA,australia,2020-08-14,"{'positive': 0.2905982905982906, 'neutral': 0.5641025641025641, 'negative': 0.1452991452991453}",0.9623611342879336
r201015a_BOA,australia,2020-10-15,"{'positive': 0.24390243902439024, 'neutral': 0.5975609756097561, 'negative': 0.15853658536585366}",0.9438145920752226
r201103a_BOA,australia,2020-11-03,"{'positive': 0.18421052631578946, 'neutral': 0.7171052631578947, 'negative': 0.09868421052631579}",0.7786213204224901
r201116a_BOA,australia,2020-11-16,"{'positive': 0.20348837209302326, 'neutral': 0.6453488372093024, 'negative': 0.1511627906976744}",0.8922296832881211
r201202a_BOA,australia,2020-12-02,"{'positive': 0.2857142857142857, 'neutral': 0.5824175824175825, 'negative': 0.13186813186813187}",0.9399269658105095
r201207a_BOA,australia,2020-12-07,"{'positive': 0.1411042944785276, 'neutral': 0.803680981595092, 'negative': 0.05521472392638037}",0.6118959830046318
r210203a_BOA,australia,2021-02-03,"{'positive': 0.33544303797468356, 'neutral': 0.5126582278481012, 'negative': 0.1518987341772152}",0.9951953819188613
r210205a_BOA,australia,2021-02-05,"{'positive': 0.36893203883495146, 'neutral': 0.47572815533980584, 'negative': 0.1553398058252427}",1.0105650248038118
r210310a_BOA,australia,2021-03-10,"{'positive': 0.33974358974358976, 'neutral': 0.5192307692307693, 'negative': 0.14102564102564102}",0.9833253218609925
r210315a_BOA,australia,2021-03-15,"{'positive': 0.3902439024390244, 'neutral': 0.573170731707317, 'negative': 0.036585365853658534}",0.8072518931670783
r210617a_BOA,australia,2021-06-17,"{'positive': 0.3375, 'neutral': 0.54375, 'negative': 0.11875}",0.9509020312239396
r210706a_BOA,australia,2021-07-06,"{'positive': 0.25925925925925924, 'neutral': 0.6481481481481481, 'negative': 0.09259259259259259}",0.8513697071399485
r210708a_BOA,australia,2021-07-08,"{'positive': 0.3096774193548387, 'neutral': 0.5870967741935483, 'negative': 0.1032258064516129}",0.9100878061292555
r210806a_BOA,australia,2021-08-06,"{'positive': 0.23404255319148937, 'neutral': 0.6595744680851063, 'negative': 0.10638297872340426}",0.8527509867740563
r210914a_BOA,australia,2021-09-14,"{'positive': 0.20666666666666667, 'neutral': 0.6133333333333333, 'negative': 0.18}",0.9343303086984682
r211022a_BOA,australia,2021-10-22,"{'positive': 0.12244897959183673, 'neutral': 0.8469387755102041, 'negative': 0.030612244897959183}",0.5045747530524294
r211102a_BOA,australia,2021-11-02,"{'positive': 0.25, 'neutral': 0.625, 'negative': 0.125}",0.9002560512685369
r211116a_BOA,australia,2021-11-16,"{'positive': 0.21019108280254778, 'neutral': 0.5796178343949044, 'negative': 0.21019108280254778}",0.9718017661774734
r211209a_BOA,australia,2021-12-09,"{'positive': 0.1592356687898089, 'neutral': 0.7898089171974523, 'negative': 0.050955414012738856}",0.6306257920351341
r211216a_BOA,australia,2021-12-16,"{'positive': 0.24822695035460993, 'neutral': 0.624113475177305, 'negative': 0.1276595744680851}",0.9028768161346037
r220202a_BOA,australia,2022-02-02,"{'positive': 0.30864197530864196, 'neutral': 0.5740740740740741, 'negative': 0.11728395061728394}",0.9327985343754552
r220211a_BOA,australia,2022-02-11,"{'positive': 0.34615384615384615, 'neutral': 0.5288461538461539, 'negative': 0.125}",0.9640606239567011
r220309a_BOA,australia,2022-03-09,"{'positive': 0.2867647058823529, 'neutral': 0.5735294117647058, 'negative': 0.13970588235294118}",0.9520186115815907
r220621a_BOA,australia,2022-06-21,"{'positive': 0.2638888888888889, 'neutral': 0.6180555555555556, 'negative': 0.11805555555555555}",0.9011915091265645
r220908a_BOA,australia,2022-09-08,"{'positive': 0.2360248447204969, 'neutral': 0.6024844720496895, 'negative': 0.16149068322981366}",0.9404990918603056
r220916a_BOA,australia,2022-09-16,"{'positive': 0.23529411764705882, 'neutral': 0.5686274509803921, 'negative': 0.19607843137254902}",0.9809175974889491
r221101a_BOA,australia,2022-11-01,"{'positive': 0.18, 'neutral': 0.7, 'negative': 0.12}",0.8127678021576703
r970530a_BOC,canada,1997-05-30,"{'positive': 0.25892857142857145, 'neutral': 0.4642857142857143, 'negative': 0.2767857142857143}",1.0616251590193668
r970618a_BOC,canada,1997-06-18,"{'positive': 0.3402061855670103, 'neutral': 0.5051546391752577, 'negative': 0.15463917525773196}",1.0004357501286643
r970916a_BOC,canada,1997-09-16,"{'positive': 0.29411764705882354, 'neutral': 0.5588235294117647, 'negative': 0.14705882352941177}",0.9670257864904752
r971007a_BOC,canada,1997-10-07,"{'positive': 0.27058823529411763, 'neutral': 0.6352941176470588, 'negative': 0.09411764705882353}",0.8643331645576112
r971201a_BOC,canada,1997-12-01,"{'positive': 0.28, 'neutral': 0.568, 'negative': 0.152}",0.9640593850924992
r980205a_BOC,canada,1998-02-05,"{'positive': 0.30927835051546393, 'neutral': 0.4329896907216495, 'negative': 0.25773195876288657}",1.0748146791273916
r980325a_BOC,canada,1998-03-25,"{'positive': 0.37755102040816324, 'neutral': 0.5306122448979592, 'negative': 0.09183673469387756}",0.9232975059144851
r980423a_BOC,canada,1998-04-23,"{'positive': 0.59375, 'neutral': 0.375, 'negative': 0.03125}",0.7856352652491524
r980513a_BOC,canada,1998-05-13,"{'positive': 0.2222222222222222, 'neutral': 0.5555555555555556, 'negative': 0.2222222222222222}",0.9950269901795212
r980527a_BOC,canada,1998-05-27,"{'positive': 0.23157894736842105, 'neutral': 0.6, 'negative': 0.16842105263157894}",0.9452634621659217
r980528a_BOC,canada,1998-05-28,"{'positive': 0.22580645161290322, 'neutral': 0.6129032258064516, 'negative': 0.16129032258064516}",0.9303452299780475
r980611a_BOC,canada,1998-06-11,"{'positive': 0.46078431372549017, 'neutral': 0.3627450980392157, 'negative': 0.17647058823529413}",1.0309768163201531
r980923a_BOC,canada,1998-09-23,"{'positive': 0.22962962962962963, 'neutral': 0.5333333333333333, 'negative': 0.23703703703703705}",1.0143332021585274
r981015a_BOC,canada,1998-10-15,"{'positive': 0.2396694214876033, 'neutral': 0.628099173553719, 'negative': 0.1322314049586777}",0.9019993680165312
r981027a_BOC,canada,1998-10-27,"{'positive': 0.10638297872340426, 'neutral': 0.8723404255319149, 'negative': 0.02127659574468085}",0.43943176560267294
r981116a_BOC,canada,1998-11-16,"{'positive': 0.3888888888888889, 'neutral': 0.3888888888888889, 'negative': 0.2222222222222222}",1.0688206728265008
r981117a_BOC,canada,1998-11-17,"{'positive': 0.24324324324324326, 'neutral': 0.43243243243243246, 'negative': 0.32432432432432434}",1.0715849248248062
r981119a_BOC,canada,1998-11-19,"{'positive': 0.1746031746031746, 'neutral': 0.5555555555555556, 'negative': 0.2698412698412698}",0.9847433454095131
